original_row,row_hash,group_id,fold,split,multiclass_label,binary_label
157,9364712305085697141,192.168.1.1,4,train,DDoS-PSH-ACK,1
158,2579762720576987132,192.168.1.1,4,train,DDoS-PSH-ACK,1
159,2989927259591168445,192.168.1.1,4,train,DDoS-PSH-ACK,1
160,5253948796667658732,192.168.1.1,4,train,DDoS-PSH-ACK,1
161,8377842001030353516,192.168.1.1,4,train,DDoS-PSH-ACK,1
162,5323417326944911413,192.168.1.1,4,train,DDoS-PSH-ACK,1
163,7981376952982846902,192.168.1.1,4,train,DDoS-PSH-ACK,1
164,13824398242741143064,192.168.1.1,4,train,DDoS-PSH-ACK,1
165,10850504204210115862,192.168.1.1,4,train,DDoS-PSH-ACK,1
166,7375704118154720733,192.168.1.1,4,train,DDoS-PSH-ACK,1
167,62531255043962943,192.168.1.1,4,train,DDoS-PSH-ACK,1
168,17538468905359952978,192.168.1.1,4,train,DDoS-PSH-ACK,1
169,9567702933338790850,192.168.1.1,4,train,DDoS-PSH-ACK,1
170,17045541270782856611,192.168.1.1,4,train,DDoS-PSH-ACK,1
171,3234636546209652338,192.168.1.1,4,train,DDoS-PSH-ACK,1
172,9870100141514957299,192.168.1.1,4,train,DDoS-PSH-ACK,1
173,17275947993918057733,192.168.1.1,4,train,DDoS-PSH-ACK,1
174,2217773432257886475,192.168.1.1,4,train,DDoS-PSH-ACK,1
175,13060134249691221485,192.168.1.1,4,train,DDoS-PSH-ACK,1
176,16997521187080513161,192.168.1.1,4,train,DDoS-PSH-ACK,1
177,9692582933269338903,192.168.1.1,4,train,DDoS-PSH-ACK,1
178,13651658838063211385,192.168.1.1,4,train,DDoS-PSH-ACK,1
179,8279016949199632439,192.168.1.1,4,train,DDoS-PSH-ACK,1
180,1187288073523220699,192.168.1.1,4,train,DDoS-PSH-ACK,1
181,2418718971287328181,192.168.1.1,4,train,DDoS-PSH-ACK,1
182,12725857289145353223,192.168.1.1,4,train,DDoS-PSH-ACK,1
183,10642235646067642807,192.168.1.1,4,train,DDoS-PSH-ACK,1
184,7622798720136956162,192.168.1.1,4,train,DDoS-PSH-ACK,1
185,8785287630931731584,192.168.1.1,4,train,DDoS-PSH-ACK,1
186,16282615466228677245,192.168.1.1,4,train,DDoS-PSH-ACK,1
187,8055945743581073482,192.168.1.1,4,train,DDoS-PSH-ACK,1
188,807143518682587254,192.168.1.1,4,train,DDoS-PSH-ACK,1
189,4854586491363945571,192.168.1.1,4,train,DDoS-PSH-ACK,1
190,8935165207647586524,192.168.1.1,4,train,DDoS-PSH-ACK,1
191,6505661139000628009,192.168.1.1,4,train,DDoS-PSH-ACK,1
192,11129268765641917620,192.168.1.1,4,train,DDoS-PSH-ACK,1
193,7927636166424953380,192.168.1.1,4,train,DDoS-PSH-ACK,1
194,15758123701219862566,192.168.1.1,4,train,DDoS-PSH-ACK,1
195,18208973778819534512,192.168.1.1,4,train,DDoS-PSH-ACK,1
196,16611081646690891301,192.168.1.1,4,train,DDoS-PSH-ACK,1
197,14546617672048806994,192.168.1.1,4,train,DDoS-PSH-ACK,1
198,2488950349545167427,192.168.1.1,4,train,DDoS-PSH-ACK,1
199,9852890043856826753,192.168.1.1,4,train,DDoS-PSH-ACK,1
200,1766732153289339755,192.168.1.1,4,train,DDoS-PSH-ACK,1
201,4457708867236714755,192.168.1.1,4,train,DDoS-PSH-ACK,1
202,15792838098788458507,192.168.1.1,4,train,DDoS-PSH-ACK,1
203,13129128872520202371,192.168.1.1,4,train,DDoS-PSH-ACK,1
204,2784968482565367282,192.168.1.1,4,train,DDoS-PSH-ACK,1
205,742643480086371344,192.168.1.1,4,train,DDoS-PSH-ACK,1
206,9269117464252623421,192.168.1.1,4,train,DDoS-PSH-ACK,1
207,7616224366069741920,192.168.1.1,4,train,DDoS-PSH-ACK,1
208,5479254207945869481,192.168.1.1,4,train,DDoS-PSH-ACK,1
209,1031831684936337502,192.168.1.1,4,train,DDoS-PSH-ACK,1
210,476495593256655863,192.168.1.1,4,train,DDoS-PSH-ACK,1
211,3060911915039465894,192.168.1.1,4,train,DDoS-PSH-ACK,1
212,8449894415878512612,192.168.1.1,4,train,DDoS-PSH-ACK,1
213,14792733717223224127,192.168.1.1,4,train,DDoS-PSH-ACK,1
214,2797730936482766868,192.168.1.1,4,train,DDoS-PSH-ACK,1
215,9759515042765455836,192.168.1.1,4,train,DDoS-PSH-ACK,1
216,15673811156979705916,192.168.1.1,4,train,DDoS-PSH-ACK,1
217,8025906434164082079,192.168.1.1,4,train,DDoS-PSH-ACK,1
218,17651267702476359758,192.168.1.1,4,train,DDoS-PSH-ACK,1
219,16777999467566684404,192.168.1.1,4,train,DDoS-PSH-ACK,1
220,11528476985064951660,192.168.1.1,4,train,DDoS-PSH-ACK,1
221,2295931324501232398,192.168.1.1,4,train,DDoS-PSH-ACK,1
222,2543283408360784239,192.168.1.1,4,train,DDoS-PSH-ACK,1
223,9241216688037814136,192.168.1.1,4,train,DDoS-PSH-ACK,1
224,6543584405846818954,192.168.1.1,4,train,DDoS-PSH-ACK,1
225,7894014879325945077,192.168.1.1,4,train,DDoS-PSH-ACK,1
226,11505212080850063298,192.168.1.1,4,train,DDoS-PSH-ACK,1
227,16160871031828074015,192.168.1.1,4,train,DDoS-PSH-ACK,1
228,10811120578140650584,192.168.1.1,4,train,DDoS-PSH-ACK,1
229,16991533531794540915,192.168.1.1,4,train,DDoS-PSH-ACK,1
230,9801218646297104469,192.168.1.1,4,train,DDoS-PSH-ACK,1
231,15911499152155192265,192.168.1.1,4,train,DDoS-PSH-ACK,1
232,5789132332885026831,192.168.1.1,4,train,DDoS-PSH-ACK,1
233,9110617563091093763,192.168.1.1,4,train,DDoS-PSH-ACK,1
234,16328655924960590902,192.168.1.1,4,train,DDoS-PSH-ACK,1
235,5744731131442439479,192.168.1.1,4,train,DDoS-PSH-ACK,1
236,14256504260688735474,192.168.1.1,4,train,DDoS-PSH-ACK,1
237,14200564072523481155,192.168.1.1,4,train,DDoS-PSH-ACK,1
238,16157876725104999178,192.168.1.1,4,train,DDoS-PSH-ACK,1
239,12040434445916043790,192.168.1.1,4,train,DDoS-PSH-ACK,1
240,12609115556656595703,192.168.1.1,4,train,DDoS-PSH-ACK,1
241,5369076372767888569,192.168.1.1,4,train,DDoS-PSH-ACK,1
242,14156164227915733579,192.168.1.1,4,train,DDoS-PSH-ACK,1
243,16086320327592006802,192.168.1.1,4,train,DDoS-PSH-ACK,1
244,6407866879057161480,192.168.1.1,4,train,DDoS-PSH-ACK,1
245,16832568271801679616,192.168.1.1,4,train,DDoS-PSH-ACK,1
246,9782916972655054552,192.168.1.1,4,train,DDoS-PSH-ACK,1
247,14090234405525605963,192.168.1.1,4,train,DDoS-PSH-ACK,1
248,4312885017359941080,192.168.1.1,4,train,DDoS-PSH-ACK,1
249,15250280042222785092,192.168.1.1,4,train,DDoS-PSH-ACK,1
250,5844977801941923058,192.168.1.1,4,train,DDoS-PSH-ACK,1
251,9975540640388819243,192.168.1.1,4,train,DDoS-PSH-ACK,1
252,18340311874028902506,192.168.1.1,4,train,DDoS-PSH-ACK,1
253,10740440156640105401,192.168.1.1,4,train,DDoS-PSH-ACK,1
254,7523164898605694134,192.168.1.1,4,train,DDoS-PSH-ACK,1
255,7916434459824524948,192.168.1.1,4,train,DDoS-PSH-ACK,1
256,9705425742461606108,192.168.1.1,4,train,DDoS-PSH-ACK,1
257,4040471541158300724,192.168.1.1,4,train,DDoS-PSH-ACK,1
258,2634316390686271247,192.168.1.1,4,train,DDoS-PSH-ACK,1
259,2972237693778776285,192.168.1.1,4,train,DDoS-PSH-ACK,1
260,477968089949031936,192.168.1.1,4,train,DDoS-PSH-ACK,1
261,9041773130957236908,192.168.1.1,4,train,DDoS-PSH-ACK,1
262,5794069830923280819,192.168.1.1,4,train,DDoS-PSH-ACK,1
263,8323051962946364545,192.168.1.1,4,train,DDoS-PSH-ACK,1
264,18358495712909348802,192.168.1.1,4,train,DDoS-PSH-ACK,1
265,6124226243963918539,192.168.1.1,4,train,DDoS-PSH-ACK,1
266,1898435465708581634,192.168.1.1,4,train,DDoS-PSH-ACK,1
267,512423735683469042,192.168.1.1,4,train,DDoS-PSH-ACK,1
268,3117723690238426908,192.168.1.1,4,train,DDoS-PSH-ACK,1
269,9353571514933937487,192.168.1.1,4,train,DDoS-PSH-ACK,1
270,17731018082278244342,192.168.1.1,4,train,DDoS-PSH-ACK,1
271,5696530556571673464,192.168.1.1,4,train,DDoS-PSH-ACK,1
272,9572415311832234951,192.168.1.1,4,train,DDoS-PSH-ACK,1
273,14895879224247817551,192.168.1.1,4,train,DDoS-PSH-ACK,1
274,5900236703665231623,192.168.1.1,4,train,DDoS-PSH-ACK,1
275,7068087524128828936,192.168.1.1,4,train,DDoS-PSH-ACK,1
276,10117843052870033059,192.168.1.1,4,train,DDoS-PSH-ACK,1
277,13848372088246149864,192.168.1.1,4,train,DDoS-PSH-ACK,1
278,9079445712620812657,192.168.1.1,4,train,DDoS-PSH-ACK,1
279,1806450340700739776,192.168.1.1,4,train,DDoS-PSH-ACK,1
280,15182215190725097525,192.168.1.1,4,train,DDoS-PSH-ACK,1
281,8684092342608784173,192.168.1.1,4,train,DDoS-PSH-ACK,1
282,11007614427775944113,192.168.1.1,4,train,DDoS-PSH-ACK,1
283,8245367161184995520,192.168.1.1,4,train,DDoS-PSH-ACK,1
284,16801456277955583457,192.168.1.1,4,train,DDoS-PSH-ACK,1
285,12719921335122699466,192.168.1.1,4,train,DDoS-PSH-ACK,1
286,2986433421815847478,192.168.1.1,4,train,DDoS-PSH-ACK,1
287,15034699853217470638,192.168.1.1,4,train,DDoS-PSH-ACK,1
288,12427125213120064320,192.168.1.1,4,train,DDoS-PSH-ACK,1
289,7136103707213614194,192.168.1.1,4,train,DDoS-PSH-ACK,1
290,11919034962490771154,192.168.1.1,4,train,DDoS-PSH-ACK,1
291,2556958987950358759,192.168.1.1,4,train,DDoS-PSH-ACK,1
292,12556534800799822652,192.168.1.1,4,train,DDoS-PSH-ACK,1
293,17458834540197323142,192.168.1.1,4,train,DDoS-PSH-ACK,1
294,4532386397247894203,192.168.1.1,4,train,DDoS-PSH-ACK,1
295,1148337293170429051,192.168.1.1,4,train,DDoS-PSH-ACK,1
296,16528818829181287003,192.168.1.1,4,train,DDoS-PSH-ACK,1
297,4117949388064101311,192.168.1.1,4,train,DDoS-PSH-ACK,1
298,4073783644883343770,192.168.1.1,4,train,DDoS-PSH-ACK,1
299,15093824813748524402,192.168.1.1,4,train,DDoS-PSH-ACK,1
300,8574363553922936025,192.168.1.1,4,train,DDoS-PSH-ACK,1
301,4758509758937437969,192.168.1.1,4,train,DDoS-PSH-ACK,1
302,8095267502878466297,192.168.1.1,4,train,DDoS-PSH-ACK,1
303,11982325892420961341,192.168.1.1,4,train,DDoS-PSH-ACK,1
304,4871387413921310532,192.168.1.1,4,train,DDoS-PSH-ACK,1
305,13440585423181830225,192.168.1.1,4,train,DDoS-PSH-ACK,1
306,3064033140803082295,192.168.1.1,4,train,DDoS-PSH-ACK,1
307,8301020337450125880,192.168.1.1,4,train,DDoS-PSH-ACK,1
308,11320140815956588607,192.168.1.1,4,train,DDoS-PSH-ACK,1
309,15269963859623091374,192.168.1.1,4,train,DDoS-PSH-ACK,1
310,5961289826707081694,192.168.1.1,4,train,DDoS-PSH-ACK,1
311,17192231288907667628,192.168.1.1,4,train,DDoS-PSH-ACK,1
312,458745071688022725,192.168.1.1,4,train,DDoS-PSH-ACK,1
313,11703077786207749313,192.168.1.1,4,train,DDoS-PSH-ACK,1
314,11737206875313861749,192.168.1.1,4,train,DDoS-PSH-ACK,1
315,1055801599075668242,192.168.1.1,4,train,DDoS-PSH-ACK,1
316,7274308777189968004,192.168.1.1,4,train,DDoS-PSH-ACK,1
317,699528201392577426,192.168.1.1,4,train,DDoS-PSH-ACK,1
318,12577567315195504691,192.168.1.1,4,train,DDoS-PSH-ACK,1
319,4707688974759189754,192.168.1.1,4,train,DDoS-PSH-ACK,1
320,10496789146672353529,192.168.1.1,4,train,DDoS-PSH-ACK,1
321,1038070549360933041,192.168.1.1,4,train,DDoS-PSH-ACK,1
322,13182532180232548350,192.168.1.1,4,train,DDoS-PSH-ACK,1
323,5987526405534724473,192.168.1.1,4,train,DDoS-PSH-ACK,1
324,5535891400338047692,192.168.1.1,4,train,DDoS-PSH-ACK,1
325,545786956069689665,192.168.1.1,4,train,DDoS-PSH-ACK,1
326,3235988560687502160,192.168.1.1,4,train,DDoS-PSH-ACK,1
327,9130593294017451778,192.168.1.1,4,train,DDoS-PSH-ACK,1
328,521117117469409265,192.168.1.1,4,train,DDoS-PSH-ACK,1
329,13667514080343199475,192.168.1.1,4,train,DDoS-PSH-ACK,1
330,7986584237163506389,192.168.1.1,4,train,DDoS-PSH-ACK,1
331,14608348025021878673,192.168.1.1,4,train,DDoS-PSH-ACK,1
332,3023661782110170082,192.168.1.1,4,train,DDoS-PSH-ACK,1
333,13073967552152536614,192.168.1.1,4,train,DDoS-PSH-ACK,1
334,7384489599913950549,192.168.1.1,4,train,DDoS-PSH-ACK,1
335,919082605074246139,192.168.1.1,4,train,DDoS-PSH-ACK,1
336,15034246121735858809,192.168.1.1,4,train,DDoS-PSH-ACK,1
337,2531314406038876765,192.168.1.1,4,train,DDoS-PSH-ACK,1
338,16766923396767427799,192.168.1.1,4,train,DDoS-PSH-ACK,1
339,12554833930305437023,192.168.1.1,4,train,DDoS-PSH-ACK,1
340,5442105217825864622,192.168.1.1,4,train,DDoS-PSH-ACK,1
341,13602317707074839789,192.168.1.1,4,train,DDoS-PSH-ACK,1
342,16574246867505820468,192.168.1.1,4,train,DDoS-PSH-ACK,1
343,4656876092270321126,192.168.1.1,4,train,DDoS-PSH-ACK,1
344,5256360040231646673,192.168.1.1,4,train,DDoS-PSH-ACK,1
345,15267637385468033058,192.168.1.1,4,train,DDoS-PSH-ACK,1
346,3264816605062395653,192.168.1.1,4,train,DDoS-PSH-ACK,1
347,17757011317937042971,192.168.1.1,4,train,DDoS-PSH-ACK,1
348,3827161856422219333,192.168.1.1,4,train,DDoS-PSH-ACK,1
349,721439681769205591,192.168.1.1,4,train,DDoS-PSH-ACK,1
350,18300247361522233208,192.168.1.1,4,train,DDoS-PSH-ACK,1
351,10345356139063285237,192.168.1.1,4,train,DDoS-PSH-ACK,1
352,10086773098616899408,192.168.1.1,4,train,DDoS-PSH-ACK,1
353,8193221735937654548,192.168.1.1,4,train,DDoS-PSH-ACK,1
354,7092576806475587126,192.168.1.1,4,train,DDoS-PSH-ACK,1
355,6266770350950350322,192.168.1.1,4,train,DDoS-PSH-ACK,1
356,16627173415393921060,192.168.1.1,4,train,DDoS-PSH-ACK,1
357,7598391239525599864,192.168.1.1,4,train,DDoS-PSH-ACK,1
358,15722109125131645911,192.168.1.1,4,train,DDoS-PSH-ACK,1
359,15678238185211890634,192.168.1.1,4,train,DDoS-PSH-ACK,1
360,5536620406826105838,192.168.1.1,4,train,DDoS-PSH-ACK,1
361,7795173710155241342,192.168.1.1,4,train,DDoS-PSH-ACK,1
362,17780017249580500313,192.168.1.1,4,train,DDoS-PSH-ACK,1
363,12456556439801896140,192.168.1.1,4,train,DDoS-PSH-ACK,1
364,2195571412962798128,192.168.1.1,4,train,DDoS-PSH-ACK,1
365,17444642939701837031,192.168.1.1,4,train,DDoS-PSH-ACK,1
366,13916431087909266945,192.168.1.1,4,train,DDoS-PSH-ACK,1
367,12919634694612065858,192.168.1.1,4,train,DDoS-PSH-ACK,1
368,4401151207597457521,192.168.1.1,4,train,DDoS-PSH-ACK,1
369,8631640196251701618,192.168.1.1,4,train,DDoS-PSH-ACK,1
370,8653233356552307446,192.168.1.1,4,train,DDoS-PSH-ACK,1
371,17318196812927175247,192.168.1.1,4,train,DDoS-PSH-ACK,1
372,13468847475614060605,192.168.1.1,4,train,DDoS-PSH-ACK,1
373,14428889772005370785,192.168.1.1,4,train,DDoS-PSH-ACK,1
374,1977983285391731948,192.168.1.1,4,train,DDoS-PSH-ACK,1
375,5740755881701353210,192.168.1.1,4,train,DDoS-PSH-ACK,1
376,18372957192285953212,192.168.1.1,4,train,DDoS-PSH-ACK,1
