original_row,row_hash,group_id,fold,split,multiclass_label,binary_label
129,2743733440067603509,MITM|segment01,1,validation,MITM,1
153,1649394433295372150,MITM|segment01,1,validation,MITM,1
155,4026984195981076909,MITM|segment01,1,validation,MITM,1
156,504586964752803084,MITM|segment01,1,validation,MITM,1
158,11698004878835134012,MITM|segment01,1,validation,MITM,1
159,6119242096362054616,MITM|segment01,1,validation,MITM,1
160,9706870929484102751,MITM|segment01,1,validation,MITM,1
165,13633777619633378138,MITM|segment01,1,validation,MITM,1
166,16354148472978150464,MITM|segment01,1,validation,MITM,1
167,10281994852572397180,MITM|segment01,1,validation,MITM,1
189,17187690065293005673,MITM|segment01,1,validation,MITM,1
190,3909613451401236005,MITM|segment01,1,validation,MITM,1
191,9358774189878575033,MITM|segment01,1,validation,MITM,1
192,1011745432441811469,MITM|segment01,1,validation,MITM,1
194,10704560375342741378,MITM|segment01,1,validation,MITM,1
195,13604590716236431030,MITM|segment01,1,validation,MITM,1
196,464514715889747481,MITM|segment01,1,validation,MITM,1
197,11542510192578752371,MITM|segment01,1,validation,MITM,1
198,2724468902391872838,MITM|segment01,1,validation,MITM,1
199,980839067637438528,MITM|segment01,1,validation,MITM,1
200,7033329695403194635,MITM|segment01,1,validation,MITM,1
201,11652921711669550554,MITM|segment01,1,validation,MITM,1
202,2984852458671209764,MITM|segment01,1,validation,MITM,1
204,4095644887511936531,MITM|segment01,1,validation,MITM,1
207,13251921873838561771,MITM|segment01,1,validation,MITM,1
208,15227077810990322021,MITM|segment01,1,validation,MITM,1
209,7419467452799278246,MITM|segment01,1,validation,MITM,1
214,16245049157497214294,MITM|segment01,1,validation,MITM,1
215,7305622216766724572,MITM|segment01,1,validation,MITM,1
216,17716519126690903850,MITM|segment01,1,validation,MITM,1
217,12205025961035974553,MITM|segment01,1,validation,MITM,1
235,4767654210869405044,MITM|segment01,1,validation,MITM,1
236,18087058520075306785,MITM|segment01,1,validation,MITM,1
237,5716497406709272686,MITM|segment01,1,validation,MITM,1
238,7195670561651275386,MITM|segment01,1,validation,MITM,1
240,16773382209025145691,MITM|segment02,4,train,MITM,1
241,2116051073881870861,MITM|segment02,4,train,MITM,1
242,8053113868045705759,MITM|segment02,4,train,MITM,1
243,11668550080114116015,MITM|segment02,4,train,MITM,1
244,3173825880351851402,MITM|segment02,4,train,MITM,1
245,11408023183262069800,MITM|segment02,4,train,MITM,1
246,17056821173653551179,MITM|segment02,4,train,MITM,1
247,10474556210104241577,MITM|segment02,4,train,MITM,1
250,15711754181734209435,MITM|segment02,4,train,MITM,1
251,12166919002532161516,MITM|segment02,4,train,MITM,1
252,398138760109263163,MITM|segment02,4,train,MITM,1
253,2025378789099134887,MITM|segment02,4,train,MITM,1
254,9210916426113196757,MITM|segment02,4,train,MITM,1
258,17113013185958332948,MITM|segment02,4,train,MITM,1
260,18277430062605331128,MITM|segment02,4,train,MITM,1
263,13184785843926299555,MITM|segment02,4,train,MITM,1
264,13855792340970137030,MITM|segment02,4,train,MITM,1
269,10767962239169263682,MITM|segment02,4,train,MITM,1
270,16022804189106174701,MITM|segment02,4,train,MITM,1
271,17091898159160291906,MITM|segment02,4,train,MITM,1
278,8379431800223972979,MITM|segment02,4,train,MITM,1
279,10250333659969188463,MITM|segment02,4,train,MITM,1
286,15625149243781802143,MITM|segment02,4,train,MITM,1
289,14405885430036508088,MITM|segment02,4,train,MITM,1
290,8121194327524510615,MITM|segment02,4,train,MITM,1
291,14354538778088404077,MITM|segment02,4,train,MITM,1
296,16175343526532674927,MITM|segment02,4,train,MITM,1
297,4074047682432512154,MITM|segment02,4,train,MITM,1
298,18103140103135020373,MITM|segment02,4,train,MITM,1
305,9821955668008930747,MITM|segment02,4,train,MITM,1
317,16168208526539857988,MITM|segment02,4,train,MITM,1
318,10008970780892733442,MITM|segment02,4,train,MITM,1
319,10411974035548764526,MITM|segment02,4,train,MITM,1
320,10609502791270186657,MITM|segment02,4,train,MITM,1
322,11881881975405802854,MITM|segment02,4,train,MITM,1
323,269746010218748252,MITM|segment02,4,train,MITM,1
324,4994676853064350949,MITM|segment02,4,train,MITM,1
325,9267141575231638701,MITM|segment02,4,train,MITM,1
326,1106835361801349227,MITM|segment02,4,train,MITM,1
327,2353048691858715346,MITM|segment02,4,train,MITM,1
328,12565756536977450708,MITM|segment03,3,train,MITM,1
329,6580057061937685690,MITM|segment03,3,train,MITM,1
330,5376097129919290875,MITM|segment03,3,train,MITM,1
332,16241928888856223889,MITM|segment03,3,train,MITM,1
333,23556124253306161,MITM|segment03,3,train,MITM,1
334,13700450130603028217,MITM|segment03,3,train,MITM,1
335,3981830278607461456,MITM|segment03,3,train,MITM,1
338,1549692492296666256,MITM|segment03,3,train,MITM,1
339,10711838811532240137,MITM|segment03,3,train,MITM,1
344,12607196149135402794,MITM|segment03,3,train,MITM,1
345,15450127595969799729,MITM|segment03,3,train,MITM,1
363,4289675267273733204,MITM|segment03,3,train,MITM,1
364,8550620988030093786,MITM|segment03,3,train,MITM,1
365,8083101108793767387,MITM|segment03,3,train,MITM,1
366,11311698717116179814,MITM|segment03,3,train,MITM,1
368,3995962210446283184,MITM|segment03,3,train,MITM,1
369,1050678333752489002,MITM|segment03,3,train,MITM,1
370,14274503810430224251,MITM|segment03,3,train,MITM,1
371,9457313697835179563,MITM|segment03,3,train,MITM,1
372,11133848073039504702,MITM|segment03,3,train,MITM,1
373,5522738444731740696,MITM|segment03,3,train,MITM,1
374,11221363943176625651,MITM|segment03,3,train,MITM,1
375,17877956691451052004,MITM|segment03,3,train,MITM,1
378,7267651156944289783,MITM|segment03,3,train,MITM,1
381,15766026862193407013,MITM|segment03,3,train,MITM,1
382,3805710266758799734,MITM|segment03,3,train,MITM,1
390,11961021480005280103,MITM|segment03,3,train,MITM,1
391,13057981491361442870,MITM|segment03,3,train,MITM,1
392,4367726540175659324,MITM|segment03,3,train,MITM,1
397,3531601513109217828,MITM|segment03,3,train,MITM,1
398,9649027550370091182,MITM|segment03,3,train,MITM,1
399,6048035609208943158,MITM|segment03,3,train,MITM,1
411,12038638420049225009,MITM|segment03,3,train,MITM,1
412,13395854890472601971,MITM|segment03,3,train,MITM,1
413,15997249174570867332,MITM|segment03,3,train,MITM,1
414,1708573450421501627,MITM|segment03,3,train,MITM,1
415,1700519558644197053,MITM|segment03,3,train,MITM,1
416,17662923432534206856,MITM|segment03,3,train,MITM,1
418,5700486614349197263,MITM|segment03,3,train,MITM,1
419,923877850851794103,MITM|segment03,3,train,MITM,1
420,2036335009058083740,MITM|segment04,0,test,MITM,1
421,2100205186234805134,MITM|segment04,0,test,MITM,1
422,5383715266955344659,MITM|segment04,0,test,MITM,1
423,17003475613814336901,MITM|segment04,0,test,MITM,1
424,17758437405478787760,MITM|segment04,0,test,MITM,1
425,9408465868440179497,MITM|segment04,0,test,MITM,1
426,2043162372526215461,MITM|segment04,0,test,MITM,1
433,12906242884799391496,MITM|segment04,0,test,MITM,1
435,699348452106565263,MITM|segment04,0,test,MITM,1
436,12911609493831618037,MITM|segment04,0,test,MITM,1
440,10890702174922093721,MITM|segment04,0,test,MITM,1
442,10158220111641201394,MITM|segment04,0,test,MITM,1
443,2408366775079830858,MITM|segment04,0,test,MITM,1
444,13401441283451879450,MITM|segment04,0,test,MITM,1
468,8457486933179993956,MITM|segment04,0,test,MITM,1
469,10982548106981372735,MITM|segment04,0,test,MITM,1
470,8459583738854382812,MITM|segment04,0,test,MITM,1
471,15380045888630265066,MITM|segment04,0,test,MITM,1
472,4774227353312347019,MITM|segment04,0,test,MITM,1
475,4454707108795229671,MITM|segment04,0,test,MITM,1
476,7721840838393693790,MITM|segment04,0,test,MITM,1
477,7684353043330673823,MITM|segment04,0,test,MITM,1
482,5830502689593611456,MITM|segment04,0,test,MITM,1
483,16246467316521920686,MITM|segment04,0,test,MITM,1
484,6200272134615662246,MITM|segment04,0,test,MITM,1
494,15065563873150197821,MITM|segment04,0,test,MITM,1
495,3228068770421090966,MITM|segment04,0,test,MITM,1
496,9528608105406217534,MITM|segment04,0,test,MITM,1
497,11792925614502722139,MITM|segment04,0,test,MITM,1
501,16093556094492459012,MITM|segment04,0,test,MITM,1
502,14759535676686506955,MITM|segment04,0,test,MITM,1
503,5582601209406110099,MITM|segment04,0,test,MITM,1
504,2421510566929899581,MITM|segment04,0,test,MITM,1
509,15796697022270927596,MITM|segment04,0,test,MITM,1
510,13704943599895306096,MITM|segment04,0,test,MITM,1
511,1283888569018042337,MITM|segment04,0,test,MITM,1
512,10432901886767980026,MITM|segment04,0,test,MITM,1
514,15871457751581024545,MITM|segment04,0,test,MITM,1
515,5107333549772829018,MITM|segment04,0,test,MITM,1
516,10039717276002738269,MITM|segment04,0,test,MITM,1
517,11435554391142030114,MITM|segment05,4,train,MITM,1
518,18008802667676599282,MITM|segment05,4,train,MITM,1
519,6354931092973816223,MITM|segment05,4,train,MITM,1
520,15266680953255988798,MITM|segment05,4,train,MITM,1
521,3052188203874807326,MITM|segment05,4,train,MITM,1
538,10798974234570384650,MITM|segment05,4,train,MITM,1
540,6529871469876408982,MITM|segment05,4,train,MITM,1
545,9297711437854754680,MITM|segment05,4,train,MITM,1
546,14786189191888335586,MITM|segment05,4,train,MITM,1
547,9769817477428493932,MITM|segment05,4,train,MITM,1
565,12691048199418983321,MITM|segment05,4,train,MITM,1
566,15268452642887620408,MITM|segment05,4,train,MITM,1
567,5042246051849359064,MITM|segment05,4,train,MITM,1
568,3288394103921810712,MITM|segment05,4,train,MITM,1
570,12453783426737367736,MITM|segment05,4,train,MITM,1
571,9233345403038198976,MITM|segment05,4,train,MITM,1
572,9306103981811812486,MITM|segment05,4,train,MITM,1
573,10697417166874042798,MITM|segment05,4,train,MITM,1
574,3240860159761891036,MITM|segment05,4,train,MITM,1
575,1984353359068343126,MITM|segment05,4,train,MITM,1
576,229855988361200675,MITM|segment05,4,train,MITM,1
577,16448470634766000010,MITM|segment05,4,train,MITM,1
584,2539878118465996471,MITM|segment05,4,train,MITM,1
586,11037517637011172618,MITM|segment05,4,train,MITM,1
587,17336708078650728188,MITM|segment05,4,train,MITM,1
590,13815821390519791065,MITM|segment05,4,train,MITM,1
591,9735116931877889596,MITM|segment05,4,train,MITM,1
592,16755523499223166326,MITM|segment05,4,train,MITM,1
597,10934913166559161685,MITM|segment05,4,train,MITM,1
598,14631255085453967730,MITM|segment05,4,train,MITM,1
599,1038068681601865474,MITM|segment05,4,train,MITM,1
620,10453498790893300055,MITM|segment05,4,train,MITM,1
621,12333706888610873914,MITM|segment05,4,train,MITM,1
622,12317481506985392335,MITM|segment05,4,train,MITM,1
623,6918204528708315038,MITM|segment05,4,train,MITM,1
625,15356632743934444011,MITM|segment05,4,train,MITM,1
626,14939071787744942515,MITM|segment05,4,train,MITM,1
627,4303329880767862768,MITM|segment05,4,train,MITM,1
628,9938129643313673220,MITM|segment05,4,train,MITM,1
629,4025042643204716194,MITM|segment05,4,train,MITM,1
630,4371610604522266447,MITM|segment06,2,train,MITM,1
631,13275428953798585249,MITM|segment06,2,train,MITM,1
632,12300192108767762201,MITM|segment06,2,train,MITM,1
640,9614373271382004251,MITM|segment06,2,train,MITM,1
642,12673222685705918659,MITM|segment06,2,train,MITM,1
644,12965219911410056652,MITM|segment06,2,train,MITM,1
646,18439628001337091301,MITM|segment06,2,train,MITM,1
647,13461968649009381670,MITM|segment06,2,train,MITM,1
648,545063241013764397,MITM|segment06,2,train,MITM,1
659,16515259473436894643,MITM|segment06,2,train,MITM,1
660,11851452840921607012,MITM|segment06,2,train,MITM,1
661,18046406791087031176,MITM|segment06,2,train,MITM,1
673,3849943757637067518,MITM|segment06,2,train,MITM,1
675,6721843600684052380,MITM|segment06,2,train,MITM,1
678,7786291479526367116,MITM|segment06,2,train,MITM,1
679,3484739292024205298,MITM|segment06,2,train,MITM,1
680,2541127982870448467,MITM|segment06,2,train,MITM,1
691,12656645127908585430,MITM|segment06,2,train,MITM,1
692,16518255250560431282,MITM|segment06,2,train,MITM,1
693,68821873273418944,MITM|segment06,2,train,MITM,1
694,1339834628205832919,MITM|segment06,2,train,MITM,1
699,1755417180158284283,MITM|segment06,2,train,MITM,1
700,10308187858881008834,MITM|segment06,2,train,MITM,1
701,4876809335274118202,MITM|segment06,2,train,MITM,1
702,10401575868036999983,MITM|segment06,2,train,MITM,1
705,3993169067874464873,MITM|segment06,2,train,MITM,1
706,9594555098037318259,MITM|segment06,2,train,MITM,1
707,9307015062120219090,MITM|segment06,2,train,MITM,1
708,6302663931433535609,MITM|segment06,2,train,MITM,1
711,11873397424104614262,MITM|segment06,2,train,MITM,1
712,11592824059337265722,MITM|segment06,2,train,MITM,1
713,15831232436853046878,MITM|segment06,2,train,MITM,1
714,1339750066812903859,MITM|segment06,2,train,MITM,1
720,12305100686773146201,MITM|segment06,2,train,MITM,1
721,10495345301602886819,MITM|segment06,2,train,MITM,1
722,17821269419877067535,MITM|segment06,2,train,MITM,1
723,11063410114181390786,MITM|segment06,2,train,MITM,1
725,15260194790478567786,MITM|segment06,2,train,MITM,1
726,5414949182170024951,MITM|segment06,2,train,MITM,1
727,10409493945148714677,MITM|segment06,2,train,MITM,1
728,923618414224136620,MITM|segment07,2,train,MITM,1
731,9983834063380525413,MITM|segment07,2,train,MITM,1
732,7283362955993829587,MITM|segment07,2,train,MITM,1
733,9790256790825096257,MITM|segment07,2,train,MITM,1
734,15525309664385746456,MITM|segment07,2,train,MITM,1
736,6036112353666903952,MITM|segment07,2,train,MITM,1
739,4036207169942367117,MITM|segment07,2,train,MITM,1
740,1565393091893425447,MITM|segment07,2,train,MITM,1
741,14483695920396472564,MITM|segment07,2,train,MITM,1
742,15514391393808220792,MITM|segment07,2,train,MITM,1
747,673444794964064109,MITM|segment07,2,train,MITM,1
748,10749413730925790578,MITM|segment07,2,train,MITM,1
749,16207268952241532830,MITM|segment07,2,train,MITM,1
750,6205745890915982095,MITM|segment07,2,train,MITM,1
768,12935552082699843657,MITM|segment07,2,train,MITM,1
769,16379407421664601584,MITM|segment07,2,train,MITM,1
770,14353738255421451629,MITM|segment07,2,train,MITM,1
771,4592013395788532734,MITM|segment07,2,train,MITM,1
773,10592754904157991643,MITM|segment07,2,train,MITM,1
774,9455695031640100732,MITM|segment07,2,train,MITM,1
775,3315399036069780540,MITM|segment07,2,train,MITM,1
776,6820081530250820417,MITM|segment07,2,train,MITM,1
777,3479861885056995929,MITM|segment07,2,train,MITM,1
778,12121678596314939004,MITM|segment07,2,train,MITM,1
779,13364383163380560948,MITM|segment07,2,train,MITM,1
780,17011858670754014752,MITM|segment07,2,train,MITM,1
784,5040355727953774411,MITM|segment07,2,train,MITM,1
785,10887103511666331061,MITM|segment07,2,train,MITM,1
786,610615196949148754,MITM|segment07,2,train,MITM,1
789,12409007430226441367,MITM|segment07,2,train,MITM,1
790,13403429991366385676,MITM|segment07,2,train,MITM,1
791,5545366489387615079,MITM|segment07,2,train,MITM,1
796,5695319040623757871,MITM|segment07,2,train,MITM,1
797,4268529276961493794,MITM|segment07,2,train,MITM,1
798,2116923313922733834,MITM|segment07,2,train,MITM,1
816,11196819267995387284,MITM|segment07,2,train,MITM,1
817,4840049430214992252,MITM|segment07,2,train,MITM,1
818,10258066239672605389,MITM|segment07,2,train,MITM,1
819,15632025132382628670,MITM|segment07,2,train,MITM,1
821,2359307882605184150,MITM|segment07,2,train,MITM,1
822,3788320056174246748,MITM|segment08,1,validation,MITM,1
823,4734746224273306502,MITM|segment08,1,validation,MITM,1
824,13940552274447337533,MITM|segment08,1,validation,MITM,1
825,254314524777233487,MITM|segment08,1,validation,MITM,1
826,11759822563046756617,MITM|segment08,1,validation,MITM,1
827,7980143034712549540,MITM|segment08,1,validation,MITM,1
828,1871173617781239263,MITM|segment08,1,validation,MITM,1
833,15657861976494754435,MITM|segment08,1,validation,MITM,1
835,4664689515062007639,MITM|segment08,1,validation,MITM,1
836,4866928455622232628,MITM|segment08,1,validation,MITM,1
839,14897313267250723778,MITM|segment08,1,validation,MITM,1
840,8809541985023448340,MITM|segment08,1,validation,MITM,1
852,4289510560518368813,MITM|segment08,1,validation,MITM,1
853,1208812067763471044,MITM|segment08,1,validation,MITM,1
854,10089022624578899,MITM|segment08,1,validation,MITM,1
855,18364563201061625377,MITM|segment08,1,validation,MITM,1
863,11340252066662733336,MITM|segment08,1,validation,MITM,1
867,4007961822422421735,MITM|segment08,1,validation,MITM,1
868,17978452180160510872,MITM|segment08,1,validation,MITM,1
869,12766327965809150591,MITM|segment08,1,validation,MITM,1
870,8932753688295841653,MITM|segment08,1,validation,MITM,1
871,9232838854401946070,MITM|segment08,1,validation,MITM,1
876,645806140860429537,MITM|segment08,1,validation,MITM,1
877,11400416876714971880,MITM|segment08,1,validation,MITM,1
878,14831270093715630887,MITM|segment08,1,validation,MITM,1
896,9991225545556970807,MITM|segment08,1,validation,MITM,1
897,8315923475845202746,MITM|segment08,1,validation,MITM,1
898,8389016826058939166,MITM|segment08,1,validation,MITM,1
899,1166807556466650106,MITM|segment08,1,validation,MITM,1
901,18082011350429751039,MITM|segment08,1,validation,MITM,1
902,5244333866073098764,MITM|segment08,1,validation,MITM,1
903,364645289357694788,MITM|segment08,1,validation,MITM,1
904,6989434518999502022,MITM|segment08,1,validation,MITM,1
905,5779481879321279389,MITM|segment08,1,validation,MITM,1
906,8207556646132184469,MITM|segment08,1,validation,MITM,1
907,5849418717314111536,MITM|segment08,1,validation,MITM,1
908,15459668211483625029,MITM|segment08,1,validation,MITM,1
911,17602326016379446627,MITM|segment08,1,validation,MITM,1
912,522297216007604385,MITM|segment08,1,validation,MITM,1
913,14435518190835768305,MITM|segment08,1,validation,MITM,1
916,17237107763802056366,MITM|segment09,0,test,MITM,1
917,8398807160216676338,MITM|segment09,0,test,MITM,1
929,16281688721665986921,MITM|segment09,0,test,MITM,1
930,13297550760513236491,MITM|segment09,0,test,MITM,1
931,4545680098314540667,MITM|segment09,0,test,MITM,1
932,14014692493064594852,MITM|segment09,0,test,MITM,1
942,8635460344614986559,MITM|segment09,0,test,MITM,1
945,8921270418947011410,MITM|segment09,0,test,MITM,1
946,9467326762736486304,MITM|segment09,0,test,MITM,1
947,11069169022377901049,MITM|segment09,0,test,MITM,1
949,9849026267702072055,MITM|segment09,0,test,MITM,1
950,7725841863733813424,MITM|segment09,0,test,MITM,1
951,18098611766642701209,MITM|segment09,0,test,MITM,1
952,16395002337104334848,MITM|segment09,0,test,MITM,1
953,6128274589198484729,MITM|segment09,0,test,MITM,1
954,16423698572677034987,MITM|segment09,0,test,MITM,1
955,9477034307504261542,MITM|segment09,0,test,MITM,1
956,2228731205948235861,MITM|segment09,0,test,MITM,1
983,193910441201072128,MITM|segment09,0,test,MITM,1
985,1609801409153665884,MITM|segment09,0,test,MITM,1
986,15457810025988161461,MITM|segment09,0,test,MITM,1
988,7111264687001062944,MITM|segment09,0,test,MITM,1
989,5302575073921278444,MITM|segment09,0,test,MITM,1
994,11994460713722063653,MITM|segment09,0,test,MITM,1
995,4278164038405653091,MITM|segment09,0,test,MITM,1
996,10639157137239658691,MITM|segment09,0,test,MITM,1
1014,7956359473189280566,MITM|segment09,0,test,MITM,1
1015,13262872338661761952,MITM|segment09,0,test,MITM,1
1016,4076169607800934360,MITM|segment09,0,test,MITM,1
1017,2904025418495783017,MITM|segment09,0,test,MITM,1
1019,8213174345470430827,MITM|segment09,0,test,MITM,1
1020,5540399449519904084,MITM|segment09,0,test,MITM,1
1021,12122578990239374742,MITM|segment09,0,test,MITM,1
1022,12742612984969703776,MITM|segment09,0,test,MITM,1
1023,11697892905339168645,MITM|segment09,0,test,MITM,1
1024,2099730166318845091,MITM|segment09,0,test,MITM,1
1025,13303636335457449478,MITM|segment09,0,test,MITM,1
1026,3767401222842115372,MITM|segment09,0,test,MITM,1
1072,12944562460843662157,MITM|segment09,0,test,MITM,1
1073,3853621213022071833,MITM|segment09,0,test,MITM,1
1214,18084355431371652468,Fingerprinting|segment00,0,test,Fingerprinting,1
1215,8118835384201332620,Fingerprinting|segment00,0,test,Fingerprinting,1
1216,4711847150428830385,Fingerprinting|segment00,0,test,Fingerprinting,1
1217,7810118632267950354,Fingerprinting|segment00,0,test,Fingerprinting,1
1218,9294418712394606894,Fingerprinting|segment00,0,test,Fingerprinting,1
1219,5827413446764283620,Fingerprinting|segment00,0,test,Fingerprinting,1
1220,491044981365773906,Fingerprinting|segment00,0,test,Fingerprinting,1
1221,8160408960814719735,Fingerprinting|segment00,0,test,Fingerprinting,1
1222,17510321476540001499,Fingerprinting|segment00,0,test,Fingerprinting,1
1223,4431018152156141610,Fingerprinting|segment00,0,test,Fingerprinting,1
1224,15369519498058982684,Fingerprinting|segment00,0,test,Fingerprinting,1
1225,8903364906030796833,Fingerprinting|segment00,0,test,Fingerprinting,1
1226,13306391880342723806,Fingerprinting|segment00,0,test,Fingerprinting,1
1227,11974661109866723492,Fingerprinting|segment00,0,test,Fingerprinting,1
1228,4280239074613958493,Fingerprinting|segment00,0,test,Fingerprinting,1
1229,13210013891601890010,Fingerprinting|segment00,0,test,Fingerprinting,1
1230,6386690351297465023,Fingerprinting|segment00,0,test,Fingerprinting,1
1231,4479088438949455117,Fingerprinting|segment00,0,test,Fingerprinting,1
1232,13041063669636563727,Fingerprinting|segment00,0,test,Fingerprinting,1
1233,17212647598071050991,Fingerprinting|segment00,0,test,Fingerprinting,1
1234,3013234650764320015,Fingerprinting|segment00,0,test,Fingerprinting,1
1235,699252568954297889,Fingerprinting|segment00,0,test,Fingerprinting,1
1236,16161615074654413858,Fingerprinting|segment00,0,test,Fingerprinting,1
1237,882851546846531589,Fingerprinting|segment00,0,test,Fingerprinting,1
1238,17233746738957737936,Fingerprinting|segment00,0,test,Fingerprinting,1
1239,17359364503146134106,Fingerprinting|segment00,0,test,Fingerprinting,1
1240,7996031253114433939,Fingerprinting|segment00,0,test,Fingerprinting,1
1241,2597148774518821571,Fingerprinting|segment00,0,test,Fingerprinting,1
1242,14209135642896936010,Fingerprinting|segment00,0,test,Fingerprinting,1
1243,5336189398528510759,Fingerprinting|segment00,0,test,Fingerprinting,1
1244,9420211468561038187,Fingerprinting|segment00,0,test,Fingerprinting,1
1245,7270466662764006496,Fingerprinting|segment00,0,test,Fingerprinting,1
1246,36043584666330906,Fingerprinting|segment00,0,test,Fingerprinting,1
1247,8136822606022141249,Fingerprinting|segment00,0,test,Fingerprinting,1
1248,9973701980072001820,Fingerprinting|segment00,0,test,Fingerprinting,1
1249,10442757128344153685,Fingerprinting|segment00,0,test,Fingerprinting,1
1250,11707603831672597228,Fingerprinting|segment00,0,test,Fingerprinting,1
1251,9660413843721514066,Fingerprinting|segment00,0,test,Fingerprinting,1
1252,6974959079033634121,Fingerprinting|segment00,0,test,Fingerprinting,1
1253,4219016930409496144,Fingerprinting|segment00,0,test,Fingerprinting,1
1254,3040415545695063695,Fingerprinting|segment00,0,test,Fingerprinting,1
1255,4120392347269517778,Fingerprinting|segment00,0,test,Fingerprinting,1
1256,9876552780594996487,Fingerprinting|segment00,0,test,Fingerprinting,1
1257,7629755437734077783,Fingerprinting|segment00,0,test,Fingerprinting,1
1258,1764814051678545096,Fingerprinting|segment00,0,test,Fingerprinting,1
1259,14206464293751310413,Fingerprinting|segment00,0,test,Fingerprinting,1
1260,703627127290713228,Fingerprinting|segment00,0,test,Fingerprinting,1
1261,2722234447541477808,Fingerprinting|segment00,0,test,Fingerprinting,1
1262,7448560048326179103,Fingerprinting|segment00,0,test,Fingerprinting,1
1263,16497285336845583086,Fingerprinting|segment00,0,test,Fingerprinting,1
1264,17765050341087700738,Fingerprinting|segment00,0,test,Fingerprinting,1
1265,10200112905697906036,Fingerprinting|segment00,0,test,Fingerprinting,1
1266,14657849936578743307,Fingerprinting|segment00,0,test,Fingerprinting,1
1267,7849672003389643144,Fingerprinting|segment00,0,test,Fingerprinting,1
1268,16389303793034024348,Fingerprinting|segment00,0,test,Fingerprinting,1
1269,913425458965104343,Fingerprinting|segment00,0,test,Fingerprinting,1
1270,14174672014347412553,Fingerprinting|segment00,0,test,Fingerprinting,1
1271,5072392459826648833,Fingerprinting|segment00,0,test,Fingerprinting,1
1272,4185547589488847113,Fingerprinting|segment00,0,test,Fingerprinting,1
1273,13691259449588615010,Fingerprinting|segment00,0,test,Fingerprinting,1
1274,14331321394892007793,Fingerprinting|segment00,0,test,Fingerprinting,1
1275,14817039011033883754,Fingerprinting|segment00,0,test,Fingerprinting,1
1276,15050373412880438358,Fingerprinting|segment00,0,test,Fingerprinting,1
1277,16298592703174498526,Fingerprinting|segment00,0,test,Fingerprinting,1
1278,2434461611894222229,Fingerprinting|segment00,0,test,Fingerprinting,1
1279,13093429134651752442,Fingerprinting|segment00,0,test,Fingerprinting,1
1280,3595565053435240503,Fingerprinting|segment00,0,test,Fingerprinting,1
1281,10567346201330670929,Fingerprinting|segment00,0,test,Fingerprinting,1
1282,16840985159020536531,Fingerprinting|segment00,0,test,Fingerprinting,1
1283,1077882717357407892,Fingerprinting|segment00,0,test,Fingerprinting,1
1284,15396862254946124975,Fingerprinting|segment00,0,test,Fingerprinting,1
1285,13773038874370696283,Fingerprinting|segment00,0,test,Fingerprinting,1
