original_row,row_hash,group_id,fold,split,multiclass_label,binary_label
29,10533184435746159352,192.168.1.193>192.168.1.37,1,validation,backdoor,1
30,9016403228572512000,192.168.1.193>192.168.1.37,1,validation,backdoor,1
31,14616101854056387048,192.168.1.193>192.168.1.37,1,validation,backdoor,1
32,9755242017853077901,192.168.1.193>192.168.1.37,1,validation,backdoor,1
33,6312526215328249415,192.168.1.193>192.168.1.37,1,validation,backdoor,1
34,8486655177939735714,192.168.1.193>192.168.1.37,1,validation,backdoor,1
35,15763109148571798359,192.168.1.193>192.168.1.37,1,validation,backdoor,1
36,7610840190093233931,192.168.1.193>192.168.1.37,1,validation,backdoor,1
37,11971632395149785635,192.168.1.193>192.168.1.37,1,validation,backdoor,1
38,13135582451894397421,192.168.1.193>192.168.1.37,1,validation,backdoor,1
39,17878687815443328098,192.168.1.193>192.168.1.37,1,validation,backdoor,1
40,6912789473085029523,192.168.1.193>192.168.1.37,1,validation,backdoor,1
41,2852086166479294879,192.168.1.193>192.168.1.37,1,validation,backdoor,1
42,8791178386128783668,192.168.1.193>192.168.1.37,1,validation,backdoor,1
43,2337982694309917365,192.168.1.193>192.168.1.37,1,validation,backdoor,1
44,6008004901092378146,192.168.1.193>192.168.1.37,1,validation,backdoor,1
45,2852669643519691234,192.168.1.193>192.168.1.37,1,validation,backdoor,1
46,9420396971188321211,192.168.1.193>192.168.1.37,1,validation,backdoor,1
47,2677012005493600181,192.168.1.193>192.168.1.37,1,validation,backdoor,1
48,12338767818800248996,192.168.1.193>192.168.1.37,1,validation,backdoor,1
49,2036420430340710339,192.168.1.193>192.168.1.37,1,validation,backdoor,1
50,11931260129688631424,192.168.1.193>192.168.1.37,1,validation,backdoor,1
51,17269366024430253226,192.168.1.193>192.168.1.37,1,validation,backdoor,1
52,10681789719543314538,192.168.1.193>192.168.1.37,1,validation,backdoor,1
53,14631826807056843951,192.168.1.193>192.168.1.37,1,validation,backdoor,1
54,16600804395678164397,192.168.1.193>192.168.1.37,1,validation,backdoor,1
55,4357504521523842882,192.168.1.193>192.168.1.37,1,validation,backdoor,1
56,9954404957309256306,192.168.1.193>192.168.1.37,1,validation,backdoor,1
57,13593115474022288572,192.168.1.193>192.168.1.37,1,validation,backdoor,1
58,8259453945614533343,192.168.1.193>192.168.1.37,1,validation,backdoor,1
59,9948985319261144591,192.168.1.193>192.168.1.37,1,validation,backdoor,1
60,2527170101345907666,192.168.1.193>192.168.1.37,1,validation,backdoor,1
61,5168992920317441596,192.168.1.193>192.168.1.37,1,validation,backdoor,1
62,14897993403583275601,192.168.1.193>192.168.1.37,1,validation,backdoor,1
63,12269420725884640165,192.168.1.193>192.168.1.37,1,validation,backdoor,1
64,7277163462803832126,192.168.1.193>192.168.1.37,1,validation,backdoor,1
65,10848474648978042696,192.168.1.193>192.168.1.37,1,validation,backdoor,1
66,11009054427390914022,192.168.1.193>192.168.1.37,1,validation,backdoor,1
67,4995244805440876851,192.168.1.193>192.168.1.37,1,validation,backdoor,1
68,12980469848417047924,192.168.1.193>192.168.1.37,1,validation,backdoor,1
69,14167828100050520343,192.168.1.193>192.168.1.37,1,validation,backdoor,1
70,10657946688938104617,192.168.1.193>192.168.1.37,1,validation,backdoor,1
71,12028660255849147403,192.168.1.193>192.168.1.37,1,validation,backdoor,1
72,12761694190899841716,192.168.1.193>192.168.1.37,1,validation,backdoor,1
73,15292238174093037059,192.168.1.193>192.168.1.37,1,validation,backdoor,1
74,10513586904311804400,192.168.1.193>192.168.1.37,1,validation,backdoor,1
75,17643122474500009393,192.168.1.193>192.168.1.37,1,validation,backdoor,1
76,6723004500829676278,192.168.1.193>192.168.1.37,1,validation,backdoor,1
77,12575943996881924215,192.168.1.193>192.168.1.37,1,validation,backdoor,1
78,8519909704184632165,192.168.1.193>192.168.1.37,1,validation,backdoor,1
79,5707316215334573151,192.168.1.193>192.168.1.37,1,validation,backdoor,1
80,9999769591741549534,192.168.1.193>192.168.1.37,1,validation,backdoor,1
81,12833457151811405982,192.168.1.193>192.168.1.37,1,validation,backdoor,1
82,9097782016486820002,192.168.1.193>192.168.1.37,1,validation,backdoor,1
83,10531551200653208058,192.168.1.193>192.168.1.37,1,validation,backdoor,1
84,11929382136538684105,192.168.1.193>192.168.1.37,1,validation,backdoor,1
85,5044876224929449934,192.168.1.193>192.168.1.37,1,validation,backdoor,1
86,6072639888241111773,192.168.1.193>192.168.1.37,1,validation,backdoor,1
87,267891247620473772,192.168.1.193>192.168.1.37,1,validation,backdoor,1
88,16939114444270672757,192.168.1.193>192.168.1.37,1,validation,backdoor,1
89,12408798366268312352,192.168.1.193>192.168.1.37,1,validation,backdoor,1
90,29061905896806540,192.168.1.193>192.168.1.37,1,validation,backdoor,1
91,11210550423810145828,192.168.1.193>192.168.1.37,1,validation,backdoor,1
92,4803474302149524693,192.168.1.193>192.168.1.37,1,validation,backdoor,1
93,3633560340670646334,192.168.1.193>192.168.1.37,1,validation,backdoor,1
94,5065138234100437250,192.168.1.193>192.168.1.37,1,validation,backdoor,1
95,12854094962615962470,192.168.1.193>192.168.1.37,1,validation,backdoor,1
96,8435308077949968064,192.168.1.193>192.168.1.37,1,validation,backdoor,1
97,3040519616287664999,192.168.1.193>192.168.1.37,1,validation,backdoor,1
98,17830314033189194534,192.168.1.193>192.168.1.37,1,validation,backdoor,1
99,17087331216506052108,192.168.1.193>192.168.1.37,1,validation,backdoor,1
100,6578492350141691925,192.168.1.193>192.168.1.37,1,validation,backdoor,1
101,14027492275209782674,192.168.1.193>192.168.1.37,1,validation,backdoor,1
102,16907838787363624677,192.168.1.33>192.168.1.193,3,train,backdoor,1
103,14954886075945283132,192.168.1.33>192.168.1.193,3,train,backdoor,1
104,3917149197212900361,192.168.1.193>192.168.1.33,2,train,backdoor,1
105,11013065619178702402,192.168.1.33>192.168.1.193,3,train,backdoor,1
106,5077297479453949913,192.168.1.33>192.168.1.193,3,train,backdoor,1
107,12799963160768911456,192.168.1.33>192.168.1.193,3,train,backdoor,1
108,12901895657358949462,192.168.1.33>192.168.1.193,3,train,backdoor,1
109,17872583996779319049,192.168.1.33>192.168.1.193,3,train,backdoor,1
110,17902405389895280013,192.168.1.33>192.168.1.193,3,train,backdoor,1
111,16159004447490704234,192.168.1.33>192.168.1.193,3,train,backdoor,1
112,2661999187834816095,192.168.1.33>192.168.1.193,3,train,backdoor,1
113,568643166430923960,192.168.1.33>192.168.1.193,3,train,backdoor,1
114,14692685967064211613,192.168.1.33>192.168.1.193,3,train,backdoor,1
115,4512008433722598287,192.168.1.33>192.168.1.193,3,train,backdoor,1
116,13134865547067619776,192.168.1.33>192.168.1.193,3,train,backdoor,1
117,14520105517901572981,192.168.1.33>192.168.1.193,3,train,backdoor,1
118,17976868491317648409,192.168.1.33>192.168.1.193,3,train,backdoor,1
119,7404353409780426227,192.168.1.33>192.168.1.193,3,train,backdoor,1
120,12562546783772201882,192.168.1.33>192.168.1.193,3,train,backdoor,1
121,18372787174520654072,192.168.1.33>192.168.1.193,3,train,backdoor,1
122,1645719219623964953,192.168.1.33>192.168.1.193,3,train,backdoor,1
123,14165436240852597385,192.168.1.33>192.168.1.193,3,train,backdoor,1
124,15144199809066655103,192.168.1.33>192.168.1.193,3,train,backdoor,1
125,9833713669365491423,192.168.1.193>192.168.1.33,2,train,backdoor,1
126,6658864803199135260,192.168.1.193>192.168.1.33,2,train,backdoor,1
127,4212425962473309973,192.168.1.193>192.168.1.33,2,train,backdoor,1
128,10982458409183078013,192.168.1.193>192.168.1.33,2,train,backdoor,1
129,16185705050913183099,192.168.1.193>192.168.1.33,2,train,backdoor,1
130,4802256273418517819,192.168.1.193>192.168.1.33,2,train,backdoor,1
131,2225299609551355342,192.168.1.193>192.168.1.33,2,train,backdoor,1
132,13765307460333390436,192.168.1.193>192.168.1.33,2,train,backdoor,1
133,6731572025977467812,192.168.1.193>192.168.1.33,2,train,backdoor,1
134,17355742569831133719,192.168.1.193>192.168.1.33,2,train,backdoor,1
135,723938679174290796,192.168.1.193>192.168.1.33,2,train,backdoor,1
136,13497503641560520322,192.168.1.193>192.168.1.33,2,train,backdoor,1
137,16682401043300977965,192.168.1.193>192.168.1.33,2,train,backdoor,1
138,1513484261186029191,192.168.1.193>192.168.1.33,2,train,backdoor,1
139,16951793096881203362,192.168.1.193>192.168.1.33,2,train,backdoor,1
140,1333600002395876374,192.168.1.193>192.168.1.33,2,train,backdoor,1
141,3461961236174890118,192.168.1.193>192.168.1.33,2,train,backdoor,1
142,9355564019009211477,192.168.1.193>192.168.1.33,2,train,backdoor,1
143,7521945018178705135,192.168.1.193>192.168.1.33,2,train,backdoor,1
144,12459599200153154558,192.168.1.193>192.168.1.33,2,train,backdoor,1
145,5226013366171399279,192.168.1.193>192.168.1.33,2,train,backdoor,1
146,14095242272719214256,192.168.1.193>192.168.1.33,2,train,backdoor,1
147,15379577640508258671,192.168.1.193>192.168.1.33,2,train,backdoor,1
148,1239340282635852910,192.168.1.193>192.168.1.33,2,train,backdoor,1
149,12515663749160788726,192.168.1.193>192.168.1.33,2,train,backdoor,1
150,9287606300042616086,192.168.1.193>192.168.1.33,2,train,backdoor,1
152,13654794705012429242,192.168.1.193>192.168.1.33,2,train,backdoor,1
153,4620401220005487231,192.168.1.193>192.168.1.33,2,train,backdoor,1
154,14482968908317935137,192.168.1.193>192.168.1.33,2,train,backdoor,1
155,7973983729368547208,192.168.1.193>192.168.1.33,2,train,backdoor,1
156,15912232061492045195,192.168.1.193>192.168.1.33,2,train,backdoor,1
157,3754906347818677034,192.168.1.193>192.168.1.33,2,train,backdoor,1
158,14029289005700965825,192.168.1.193>192.168.1.33,2,train,backdoor,1
159,6975791121704530255,192.168.1.193>192.168.1.33,2,train,backdoor,1
160,3467660257047753129,192.168.1.193>192.168.1.33,2,train,backdoor,1
161,15744183995163870000,192.168.1.193>192.168.1.33,2,train,backdoor,1
162,8313018514767403074,192.168.1.193>192.168.1.33,2,train,backdoor,1
163,8554279956519405512,192.168.1.193>192.168.1.33,2,train,backdoor,1
164,16018804883798735373,192.168.1.193>192.168.1.33,2,train,backdoor,1
165,11956616844409857148,192.168.1.193>192.168.1.33,2,train,backdoor,1
166,16917763497525841211,192.168.1.193>192.168.1.33,2,train,backdoor,1
167,3999943099846413388,192.168.1.193>192.168.1.33,2,train,backdoor,1
168,14442300856504067471,192.168.1.193>192.168.1.33,2,train,backdoor,1
169,8700513164321495348,192.168.1.193>192.168.1.33,2,train,backdoor,1
170,9553545184116935483,192.168.1.193>192.168.1.33,2,train,backdoor,1
171,1131963956150351587,192.168.1.193>192.168.1.33,2,train,backdoor,1
172,132415667768639360,192.168.1.193>192.168.1.33,2,train,backdoor,1
173,16760835450289638517,192.168.1.193>192.168.1.33,2,train,backdoor,1
174,4270820331230393633,192.168.1.193>192.168.1.33,2,train,backdoor,1
175,17592586266642477709,192.168.1.193>192.168.1.33,2,train,backdoor,1
176,4430118384413380737,192.168.1.193>192.168.1.33,2,train,backdoor,1
177,7045410643900148004,192.168.1.193>192.168.1.33,2,train,backdoor,1
178,2678877333123222998,192.168.1.193>192.168.1.33,2,train,backdoor,1
179,5526049694160772906,192.168.1.193>192.168.1.33,2,train,backdoor,1
180,18335950213886609559,192.168.1.193>192.168.1.33,2,train,backdoor,1
181,16670525820032610667,192.168.1.193>192.168.1.33,2,train,backdoor,1
182,13745396144252564123,192.168.1.193>192.168.1.33,2,train,backdoor,1
183,9497279326421987927,192.168.1.193>192.168.1.33,2,train,backdoor,1
184,1592927655561492845,192.168.1.193>192.168.1.33,2,train,backdoor,1
185,15959913760710102895,192.168.1.193>192.168.1.33,2,train,backdoor,1
186,12050202585916879846,192.168.1.193>192.168.1.33,2,train,backdoor,1
187,18230618647690904267,192.168.1.193>192.168.1.33,2,train,backdoor,1
188,6389713727774505343,192.168.1.193>192.168.1.33,2,train,backdoor,1
189,16679411039324422797,192.168.1.193>192.168.1.33,2,train,backdoor,1
190,7705538407187915144,192.168.1.193>192.168.1.33,2,train,backdoor,1
191,12928594280496776694,192.168.1.193>192.168.1.33,2,train,backdoor,1
192,17112847141429913580,192.168.1.193>192.168.1.33,2,train,backdoor,1
193,4728590096876415858,192.168.1.193>192.168.1.33,2,train,backdoor,1
194,5330049298641351146,192.168.1.193>192.168.1.33,2,train,backdoor,1
195,4773348552771980703,192.168.1.193>192.168.1.33,2,train,backdoor,1
196,7301555311966400041,192.168.1.193>192.168.1.33,2,train,backdoor,1
197,14699180232743797192,192.168.1.193>192.168.1.33,2,train,backdoor,1
198,8977345932120193972,192.168.1.193>192.168.1.33,2,train,backdoor,1
199,10501745944467849288,192.168.1.193>192.168.1.33,2,train,backdoor,1
200,4385695348354380435,192.168.1.193>192.168.1.33,2,train,backdoor,1
201,16055510584039294951,192.168.1.193>192.168.1.33,2,train,backdoor,1
202,3876625812037349803,192.168.1.193>192.168.1.33,2,train,backdoor,1
203,14641698990918686828,192.168.1.193>192.168.1.33,2,train,backdoor,1
204,1778928724132521889,192.168.1.193>192.168.1.33,2,train,backdoor,1
205,18221676810158761588,192.168.1.33>103.38.120.36,4,train,backdoor,1
206,4229763514567848389,192.168.1.37>121.0.0.42,4,train,backdoor,1
207,14355902388150121815,192.168.1.37>192.168.1.193,0,test,backdoor,1
208,9787512209309114241,192.168.1.37>192.168.1.193,0,test,backdoor,1
209,10315070542077145830,192.168.1.37>192.168.1.193,0,test,backdoor,1
210,13019635816239907646,192.168.1.37>192.168.1.193,0,test,backdoor,1
211,8848141141010430636,192.168.1.37>192.168.1.193,0,test,backdoor,1
212,6968184120582442963,192.168.1.37>192.168.1.193,0,test,backdoor,1
213,5386229467069907383,192.168.1.37>192.168.1.193,0,test,backdoor,1
214,9367584871124345152,192.168.1.37>192.168.1.193,0,test,backdoor,1
215,5626835135030987934,192.168.1.37>192.168.1.193,0,test,backdoor,1
216,3693341913941836381,192.168.1.37>192.168.1.193,0,test,backdoor,1
217,16621290081671656454,192.168.1.37>192.168.1.193,0,test,backdoor,1
218,8299735229428141483,192.168.1.37>192.168.1.193,0,test,backdoor,1
219,7606645369686017802,192.168.1.37>192.168.1.193,0,test,backdoor,1
220,11340927164847290866,192.168.1.37>192.168.1.193,0,test,backdoor,1
221,16715266259439897805,192.168.1.37>192.168.1.193,0,test,backdoor,1
222,4804012065363616710,192.168.1.37>192.168.1.193,0,test,backdoor,1
223,12631605493548843616,192.168.1.37>192.168.1.193,0,test,backdoor,1
224,14616404570403268465,192.168.1.37>192.168.1.193,0,test,backdoor,1
225,7824423003486373753,192.168.1.37>192.168.1.193,0,test,backdoor,1
226,15336111713302234666,192.168.1.37>192.168.1.193,0,test,backdoor,1
227,18149776252179056630,192.168.1.37>192.168.1.193,0,test,backdoor,1
228,3053292604517317065,192.168.1.37>192.168.1.193,0,test,backdoor,1
229,14998119806737404967,192.168.1.193>192.168.1.37,1,validation,backdoor,1
230,5203094476676295148,192.168.1.33>103.38.120.36,4,train,backdoor,1
231,5896124865923791768,192.168.1.193>192.168.1.37,1,validation,backdoor,1
232,2444192325903713143,192.168.1.193>192.168.1.37,1,validation,backdoor,1
233,10020406062640598246,192.168.1.193>192.168.1.37,1,validation,backdoor,1
234,9627909297473936271,192.168.1.193>192.168.1.37,1,validation,backdoor,1
235,17169725823893000380,192.168.1.193>192.168.1.37,1,validation,backdoor,1
236,15007881294130275405,192.168.1.193>192.168.1.37,1,validation,backdoor,1
237,5274250732408798420,192.168.1.193>192.168.1.37,1,validation,backdoor,1
238,9881847940783740431,192.168.1.193>192.168.1.37,1,validation,backdoor,1
239,7179174666793680593,192.168.1.193>192.168.1.37,1,validation,backdoor,1
240,4504741585458457202,192.168.1.193>192.168.1.37,1,validation,backdoor,1
241,3119188873887300656,192.168.1.193>192.168.1.37,1,validation,backdoor,1
242,2781429704704443361,192.168.1.33>192.168.1.193,3,train,backdoor,1
243,15764764535911856784,192.168.1.33>192.168.1.193,3,train,backdoor,1
244,1155652671313147308,192.168.1.193>192.168.1.33,2,train,backdoor,1
245,11824766566498998523,192.168.1.33>192.168.1.193,3,train,backdoor,1
246,14465916316103260273,192.168.1.33>192.168.1.193,3,train,backdoor,1
247,4795371724240423094,192.168.1.33>192.168.1.193,3,train,backdoor,1
248,6643495490192399129,192.168.1.33>192.168.1.193,3,train,backdoor,1
249,12448906285816851268,192.168.1.33>192.168.1.193,3,train,backdoor,1
250,9257256026552771503,192.168.1.33>192.168.1.193,3,train,backdoor,1
251,10318930972218335693,192.168.1.33>192.168.1.193,3,train,backdoor,1
252,16741846547850507843,192.168.1.33>192.168.1.193,3,train,backdoor,1
253,2527778034467909892,192.168.1.33>192.168.1.193,3,train,backdoor,1
254,17276048728519021854,192.168.1.33>192.168.1.193,3,train,backdoor,1
255,988283922890216439,192.168.1.33>192.168.1.193,3,train,backdoor,1
256,3891538117183217587,192.168.1.33>192.168.1.193,3,train,backdoor,1
257,13561755936542847715,192.168.1.33>192.168.1.193,3,train,backdoor,1
258,975325551775713114,192.168.1.33>192.168.1.193,3,train,backdoor,1
259,7059769547878415542,192.168.1.33>192.168.1.193,3,train,backdoor,1
260,12396446845110371146,192.168.1.33>192.168.1.193,3,train,backdoor,1
261,11209651538933996651,192.168.1.33>192.168.1.193,3,train,backdoor,1
262,13687928711475542410,192.168.1.33>192.168.1.193,3,train,backdoor,1
263,1574525932496589894,192.168.1.33>192.168.1.193,3,train,backdoor,1
264,3481875740915183140,192.168.1.33>192.168.1.193,3,train,backdoor,1
265,12915688667584074527,192.168.1.37>121.0.0.42,4,train,backdoor,1
266,13278523104092517470,192.168.1.193>192.168.1.33,2,train,backdoor,1
267,7312618422622973448,192.168.1.193>192.168.1.33,2,train,backdoor,1
268,18017021760123875379,192.168.1.193>192.168.1.33,2,train,backdoor,1
269,15062472179943897300,192.168.1.193>192.168.1.33,2,train,backdoor,1
270,8208382592847887899,192.168.1.193>192.168.1.33,2,train,backdoor,1
271,10231707747916661836,192.168.1.193>192.168.1.33,2,train,backdoor,1
272,12469941498079661737,192.168.1.193>192.168.1.33,2,train,backdoor,1
273,5775429084916465382,192.168.1.193>192.168.1.33,2,train,backdoor,1
274,1267077125573479688,192.168.1.193>192.168.1.33,2,train,backdoor,1
275,3407841112467152664,192.168.1.193>192.168.1.33,2,train,backdoor,1
276,2290484261574954032,192.168.1.193>192.168.1.33,2,train,backdoor,1
277,2425614940371803268,192.168.1.193>192.168.1.33,2,train,backdoor,1
278,3699486414973837882,192.168.1.193>192.168.1.33,2,train,backdoor,1
279,9117334855457202062,192.168.1.193>192.168.1.33,2,train,backdoor,1
280,2247503097793291161,192.168.1.37>192.168.1.193,0,test,backdoor,1
281,13726532594597184728,192.168.1.37>192.168.1.193,0,test,backdoor,1
282,4198883795425291160,192.168.1.193>192.168.1.37,1,validation,backdoor,1
283,13816696175784589089,192.168.1.37>192.168.1.193,0,test,backdoor,1
284,14530136630359260559,192.168.1.37>192.168.1.193,0,test,backdoor,1
285,8084146816347386277,192.168.1.37>192.168.1.193,0,test,backdoor,1
286,202871673185587775,192.168.1.37>192.168.1.193,0,test,backdoor,1
287,3446815843237986984,192.168.1.37>192.168.1.193,0,test,backdoor,1
288,16951327624125771143,192.168.1.37>192.168.1.193,0,test,backdoor,1
289,11118668934564219619,192.168.1.37>192.168.1.193,0,test,backdoor,1
290,3438307977260194598,192.168.1.37>192.168.1.193,0,test,backdoor,1
291,7492797921454219268,192.168.1.37>192.168.1.193,0,test,backdoor,1
292,7291450795900303038,192.168.1.37>192.168.1.193,0,test,backdoor,1
293,1207179998703695081,192.168.1.37>192.168.1.193,0,test,backdoor,1
294,3880857315020837340,192.168.1.37>192.168.1.193,0,test,backdoor,1
295,10950989292263027827,192.168.1.37>192.168.1.193,0,test,backdoor,1
296,5198929094294501423,192.168.1.37>192.168.1.193,0,test,backdoor,1
297,14562043702336857990,192.168.1.37>192.168.1.193,0,test,backdoor,1
298,13703089723622696985,192.168.1.37>192.168.1.193,0,test,backdoor,1
299,11600557916309508723,192.168.1.37>192.168.1.193,0,test,backdoor,1
300,6674612200079657069,192.168.1.37>192.168.1.193,0,test,backdoor,1
301,1561171229121379876,192.168.1.37>192.168.1.193,0,test,backdoor,1
302,5389021359226326344,192.168.1.37>192.168.1.193,0,test,backdoor,1
303,3732973304612636995,192.168.1.193>192.168.1.37,1,validation,backdoor,1
304,2642868173581812541,192.168.1.193>192.168.1.37,1,validation,backdoor,1
305,15779893961257560077,192.168.1.193>192.168.1.37,1,validation,backdoor,1
306,4862318858654738649,192.168.1.193>192.168.1.37,1,validation,backdoor,1
307,5226365175486349973,192.168.1.193>192.168.1.37,1,validation,backdoor,1
308,16380833565921768779,192.168.1.193>192.168.1.37,1,validation,backdoor,1
309,11248806302256166421,192.168.1.193>192.168.1.37,1,validation,backdoor,1
310,1692788909268818210,192.168.1.193>192.168.1.37,1,validation,backdoor,1
311,15371747836679644973,192.168.1.193>192.168.1.37,1,validation,backdoor,1
312,165289547813562674,192.168.1.193>192.168.1.37,1,validation,backdoor,1
313,15335136439163745211,192.168.1.193>192.168.1.37,1,validation,backdoor,1
314,3367927501709317929,192.168.1.193>192.168.1.37,1,validation,backdoor,1
315,16218571745241384635,192.168.1.193>192.168.1.37,1,validation,backdoor,1
316,9214551081261633569,192.168.1.193>192.168.1.37,1,validation,backdoor,1
317,9153714904258802157,192.168.1.193>192.168.1.37,1,validation,backdoor,1
318,5786881273532013896,192.168.1.193>192.168.1.37,1,validation,backdoor,1
319,10839783538673911279,192.168.1.193>192.168.1.37,1,validation,backdoor,1
320,4151823917750185792,192.168.1.193>192.168.1.37,1,validation,backdoor,1
321,3098649227906496752,192.168.1.193>192.168.1.37,1,validation,backdoor,1
323,12987901821344868385,192.168.1.193>192.168.1.37,1,validation,backdoor,1
324,10038357121875963136,192.168.1.193>192.168.1.37,1,validation,backdoor,1
325,5337793077839781819,192.168.1.193>192.168.1.37,1,validation,backdoor,1
326,414554312122743913,192.168.1.193>192.168.1.37,1,validation,backdoor,1
327,7770198889474796899,192.168.1.193>192.168.1.37,1,validation,backdoor,1
328,6744891054283657063,192.168.1.193>192.168.1.37,1,validation,backdoor,1
329,13302182670113061208,192.168.1.193>192.168.1.37,1,validation,backdoor,1
331,15309201490342515249,192.168.1.193>192.168.1.37,1,validation,backdoor,1
332,12629058914177170168,192.168.1.193>192.168.1.37,1,validation,backdoor,1
333,3057088140577275494,192.168.1.193>192.168.1.37,1,validation,backdoor,1
334,12485062315983892546,192.168.1.193>192.168.1.37,1,validation,backdoor,1
335,9452091723884365080,192.168.1.193>192.168.1.37,1,validation,backdoor,1
336,11513880235939628742,192.168.1.193>192.168.1.37,1,validation,backdoor,1
337,10670346715420191901,192.168.1.193>192.168.1.37,1,validation,backdoor,1
338,14113431221207011494,192.168.1.193>192.168.1.37,1,validation,backdoor,1
339,13659067227612546721,192.168.1.193>192.168.1.37,1,validation,backdoor,1
340,16110190613258276440,192.168.1.193>192.168.1.37,1,validation,backdoor,1
341,6641300900590481436,192.168.1.193>192.168.1.37,1,validation,backdoor,1
342,2794644382869134155,192.168.1.193>192.168.1.37,1,validation,backdoor,1
343,3811105706078351308,192.168.1.193>192.168.1.37,1,validation,backdoor,1
344,18094337077288306721,192.168.1.193>192.168.1.37,1,validation,backdoor,1
345,16209545965830842091,192.168.1.193>192.168.1.37,1,validation,backdoor,1
346,3471186535859041109,192.168.1.193>192.168.1.37,1,validation,backdoor,1
347,13038966465015354527,192.168.1.193>192.168.1.37,1,validation,backdoor,1
349,1122856848344660498,192.168.1.193>192.168.1.37,1,validation,backdoor,1
350,13963298383888921616,192.168.1.193>192.168.1.37,1,validation,backdoor,1
351,12104019588093076160,192.168.1.193>192.168.1.37,1,validation,backdoor,1
352,3989110062957850262,192.168.1.193>192.168.1.37,1,validation,backdoor,1
353,6574050638090038224,192.168.1.193>192.168.1.37,1,validation,backdoor,1
354,13375390584359623047,192.168.1.193>192.168.1.37,1,validation,backdoor,1
355,1500812247070893467,192.168.1.193>192.168.1.37,1,validation,backdoor,1
356,5990691617889864707,192.168.1.193>192.168.1.37,1,validation,backdoor,1
357,10065477418050857594,192.168.1.33>192.168.1.193,3,train,backdoor,1
358,4288756512831114560,192.168.1.33>192.168.1.193,3,train,backdoor,1
359,4645351132088086220,192.168.1.193>192.168.1.37,1,validation,backdoor,1
360,4136380921310241594,192.168.1.193>192.168.1.37,1,validation,backdoor,1
362,4115292212342136049,192.168.1.193>192.168.1.37,1,validation,backdoor,1
363,17482785273491631669,192.168.1.193>192.168.1.37,1,validation,backdoor,1
364,12943818552015363897,192.168.1.193>192.168.1.37,1,validation,backdoor,1
365,9829394143318810897,192.168.1.193>192.168.1.37,1,validation,backdoor,1
366,3336195947470387808,192.168.1.193>192.168.1.37,1,validation,backdoor,1
367,15631338545349432362,192.168.1.193>192.168.1.37,1,validation,backdoor,1
368,7144018047222966132,192.168.1.193>192.168.1.37,1,validation,backdoor,1
369,15726283325712342210,192.168.1.193>192.168.1.37,1,validation,backdoor,1
370,3585118796777079743,192.168.1.193>192.168.1.37,1,validation,backdoor,1
371,14955190241144105685,192.168.1.193>192.168.1.37,1,validation,backdoor,1
372,13253817360047639524,192.168.1.193>192.168.1.37,1,validation,backdoor,1
373,14985939666016459714,192.168.1.193>192.168.1.37,1,validation,backdoor,1
374,15133552158795411332,192.168.1.193>192.168.1.37,1,validation,backdoor,1
375,14587169883592528863,192.168.1.193>192.168.1.37,1,validation,backdoor,1
376,3714157091888245220,192.168.1.193>192.168.1.37,1,validation,backdoor,1
377,1647585330732113380,192.168.1.193>192.168.1.37,1,validation,backdoor,1
